category,name,nameEN,description,descriptionEN,hours,manager,website,email,phone,fax,weeklyClosing,services,ticketCost,ticketEmail,ticketPhone,ticketHours,ticketReductions,addressStreet,addressLocation,addressCap,addressMunicipalities,addressProvince,addressRegion,addressText,latitude,longitude,photo,accessibility,visibleCopy,sponsor,hidden,unreachable
church,Complesso plebano,,"Il complesso Plebano di Arsago Seprio, può essere considerato uno dei più significativi complessi monumenti nazionali che testimoniano l'origine di importanti centri romanici in Lombardia. L'impianto del complesso plebano che ancora oggi si può ammirare fu edificato nel XII secolo, anche se diversi scavi archeologici hanno rinvenuto tracce di una precedente necropoli longobarda risalente al V e VI secolo.Il complesso è costituito dalla chiesa di San Vittore e dal limitrofo battistero. L'impianto basilicale è formato da tre navate absidate coperte da una copertura a capriate lignee, mentre il battistero presenta un impianto ottagonale suddiviso su due livelli di cui quello inferiore è costituto da nicchie ceche, mentre il superiore è composto da una loggia a pilastri che sorreggono le volte a crociera.",,,,,,,,,,,,,,,Via S. Vittore,,21010,Arsago Seprio,VA,,Via S. Vittore 21010 Arsago Seprio VA ,,,,,SIRBEC,,,
history,Borgo di Castel de' Conti Calepio,,"Il vecchio borgo medievale di Calepio è dominato dal castello originariamente costruito intorno all'anno 1000 dai feudatari del posto che, dall'anno 1240, iniziarono a chiamarsi Conti di Calepio. Il complesso fortificato viene ricostruito in alcune sue parti nel 1430 così some testimonia la data sul portale di ingresso. Altre interventi nei secoli XVII e XVIII hanno trasformato il complesso edilizio da presidio militare a dimora signorile. Nella metà dell'Ottocento viene donato ad un ente morale per la costituzione di un ospizio per ragazze bisognose e tale uso ne ha modificato la strutturazione interna degli ambienti. Nella seconda metà del Novecento è iniziato il suo recupero a scopo culturale. Anche il Palazzetto Carolingio, databile tra il IX e il X secolo, ha subito diversi interventi nel corso del tempo, che ne hanno compromesso l'aspetto originale, nel 1964 sono state demoliti alcuni edifici che lo univano alla sagrestia ed alla chiesa e non consentivano la sua visione. L'antica chiesa di S. Lorenzo Martire era sede di pievania e di essa si hanno notizie fin dall'anno 997, l'edificio attuale è stato realizzato tra la fine del Quattrocento e l'inizio del Cinquecento. Gli edifici più antichi del borgo possono essere ricondotti al XII e XIII secolo con rifacimenti, per alcuni, nel XV e XVI secolo.",,,,,,,,,,,,,,,,,24060,Castelli Calepio,BG,, 24060 Castelli Calepio BG ,,,,,SIRBEC,,,
buildings,Esedra di Palazzo Arese Borromeo,,"Piazza Esedra costituisce un semplice ma suggestivo spazio di collegamento tra Palazzo Arese Borromeo e il centro abitato di Cesano Maderno. Delimitata su tre lati da una muratura ad emiciclo, è caratterizzata da nicchie e tempietti con pinnacoli terminanti con decorazioni a fiamma in pietra.Con senso monumentale, fu progettata nel solco di una scenografica rappresentazione del ruolo politico e sociale della casata Arese Borromeo, al quale fanno riferimento, da un lato, la severa facciata della dimora, priva di decorazioni e, all'opposto, l'asse longitudinale su cui fu impostato il disegno dell'intera proprietà, un lungo rettifilo cadenzato da una serie di portali urbani con duplici pilastri cuspidati.",,,,,,,,,,,,,,,Piazza Esedra,,20811,Cesano Maderno,MB,,Piazza Esedra 20811 Cesano Maderno MB ,,,,,SIRBEC,,,
art,Fondo Calcografico Antico e Moderno della Fondazione Biblioteca Morcelli-Pinacoteca Repossi,,"La raccolta di incisioni occupa un posto d'onore nella Pinacoteca Repossi e realizza realmente quanto indicato nei manuali dei raccoglitori di stampe. Il fondo calcografico comprende 3.000 fogli che esemplificano le diverse tecniche incisorie e sono rappresentativi delle scuole dei singoli maestri di grande rilievo della storia italiana ed europea della grafica dal Quattrocento ad oggi. Una selezione delle opere più importanti è esposta dal 2009 nella Sala delle stampe, mentre il Gabinetto delle stampe si trova al primo piano della Pinacoteca.",,,,,,,,,,,,,,,"Via Bernardino Varisco, 9",,25032,Chiari,BS,,"Via Bernardino Varisco, 9 25032 Chiari BS ",,,,,SIRBEC,,,
church,Basilica e battistero di Galliano,,"Eretto sul fianco destro della basilica di San Vincenzo, il battistero di San Giovanni è l'edificio di maggior rilievo del complesso ecclesiastico di Galliano. Fu costruito tra il 1018 e il 1045 per volere di Ariberto d'Intimiano, vescovo di Milano e nativo di Galliano, già responsabile all'inizio del secolo del rifacimento della chiesa di San Vincenzo. La sua presenza accanto alla basilica è dovuto al ruolo di pieve di riferimento per il territorio circostante rivestito da San Vincenzo, e quindi luogo riservato per la celebrazione dei battesimi.Il battistero presenta un impianto tetraconco, aperto sui lati da quattro nicchie e matroneo superiore che ne fa uno degli edifici più rappresentativi e originali dell'architettura lombarda di età preromanica.",,,,,,,,,,,,,,,Via San Vincenzo,,,Cantù,CO,,Via San Vincenzo  Cantù CO ,,,,,SIRBEC,,,
art,Raccolte del Mu.Vi.S. - Museo della Via Spluga e della Val San Giacomo,,"Le raccolte del Mu.Vi.S. sono suddivise in tre aree tematiche, la prima dedicata alla via dello Spluga, il passo ""sublime"" celebrato da artisti e letterati internazionali con pubblicazioni e stampe; la seconda alla storia, alla civiltà e alle tradizioni della Val San Giacomo, attraverso oggetti quotidiani della casa e del lavoro; la terza alla figura dell'abate Antonio Foppoli, che nel 1786 diede avvio al primo nucleo della collezione confluita nel museo. I materiali si distinguono in etnografici, storico-artistici e naturalistici, oltre i reperti archeologici provenienti dal Pian dei Cavalli, sito dove sono state rinvenute tracce tra le più antiche lasciate dall'uomo preistorico nelle Alpi Centrali.",,,,,,,,,,,,,,,"Piazza S. Antonio, 15",,23021,Campodolcino,SO,,"Piazza S. Antonio, 15 23021 Campodolcino SO ",,,,,SIRBEC,,,
history,Borgo storico d'Iseo,,"L'origine di Iseo va ricercata nel periodo romano, accentrata nell'area che viene in seguito fortificata, con un'area sacra dove poi viene edificata la pieve. Il suo sviluppo si ha però nel medioevo, quando l'organizzazione urbana si concentra attorno al porto-mercato. Tra il 1288 e il 1335 viene costruita la nuova cinta muraria, che rimane inalterata fino al XIX secolo; gli edifici di rilievo sono ormai già realizzati a partire dal Castello degli Oldofredi, all'Arsenale e alla Chiesa di S. Andrea. Nel periodo veneto, tra il tra il XV e il XVIII secolo, il borgo conserva nel complesso la sua caratterizzazione urbanistica e architettonica. I grandi cambiamenti si hanno nel XIX secolo, nei primi anni dell'Ottocento viene chiamato, alla costruzione del Municipio e all'ampliamento del Duomo, il grande architetto bresciano Rodolfo Vantini. Tra il 1820 e il 1860, in un periodo di forte espansione economica, vengono costruite filande, opifici, concerie lungo le sponde del lago per usufruire dell'acqua necessaria alle attività lavorative; rimangono ancora testimonianze di rilievo in Via del Campo e nell'area nord del territorio. Per questo nel 1840 vengono demolite buona parte delle mura e le porte di accesso. A partire dal 1834 inizia la navigazione con battelli a vapore che collegano a Lovere. Con l'arrivo della ferrovia nel 1885 e con la costruzione della strada nazionale vengono ulteriormente demolite le mura e la torre di guardia. L'undici novembre 1883, viene inaugurato il monumento a Garibaldi più antico d'Italia, scolpito da Pietro Bordini di Verona e collocato davanti al Municipio e al centro di Piazza dello Statuto dove è tutt'ora visibile. Nei primi anni del XX secolo inizia per il borgo di Iseo uno sviluppo turistico con la sistemazione del lungolago e con l'insediamento delle attività ricettive.",,,,,,,,,,,,,,,,,25049,Iseo,BS,, 25049 Iseo BS ,,,,,SIRBEC,,,
art,Collezione del Museo Agusta,,"L'Agusta SpA è dal 1923 una delle più importanti aziende operanti nella costruzione di elicotteri e convertiplani, cui si aggiunse nel 1945 la produzione di motociclette commerciali e da competizione ad opera della Meccanica Verghera Agusta. Nella cornice di un moderno spazio espositivo e dei locali dell'ex spaccio aziendale di Cascina Costa di Samarate è stato realizzato un nuovo Museo dedicato a queste realtà aziendali note in tutto il mondo, che raccoglie centinaia di cimeli, documenti, foto, disegni e modelli in scala di aerei, elicotteri, moto e relativi componenti, ripercorrendo quasi un secolo di storia della meccanica aeronautica e dell'epopea del volo ad elica. La collezione, esposta ponendo molta attenzione alla didattica scientifica e ai campioni del motociclismo, è gestita dal Gruppo Lavoratori Seniores Agusta (GLA) che si occupano della manutenzione e del restauro di motociclette ed elicotteri e garantiscono l'apertura e l'accompagnamento guidato dei visitatori.",,,,,,,,,,,,,,,"Via Giovanni Agusta, 510",,21017,Samarate,VA,,"Via Giovanni Agusta, 510 21017 Samarate VA ",,,,,SIRBEC,,,
buildings,Grattacielo Pirelli,,"Il grattacielo Pirelli è, probabilmente, la più prestigiosa opera di architettura milanese dopo la Seconda Guerra Mondiale.""L'architettura è un cristallo ... forme chiuse dove tutto si consuma nel rigore dei volumi e d'un pensiero"". Queste le parole dell'architetto e progettista Gio Ponti, che, più di altre, tratteggiano l'essenza di questo straordinario edificio.La snellezza della torre ha richiesto soluzioni tecniche particolari: problemi statici risolti da Nervi e Danussi considerando la parte centrale di ogni piano come una struttura simile a un ponte. Il volume si innalza fino a 127 metri da terra e al tempo della sua costruzione è stato considerato uno fra i più alti grattacieli in cemento armato d'Europa.Dal 1978 il Grattacielo Pirelli è sede della Regione Lombardia.",,,,,,,,,,,,,,,"Piazza Duca d'Aosta, 5-7A",,20124,Milano,MI,,"Piazza Duca d'Aosta, 5-7A 20124 Milano MI ",,,,,SIRBEC,,,
church,Duomo di Pavia,,"Frutto di una plurisecolare stratificazione, il duomo viene iniziato nel rinascimento e costruito sopra le due chiese romaniche gemelle di S. Stefano e S. Maria del Popolo, le cui strutture si possono ancora ammirare nelle cripte. Come nella vicenda costruttiva del Duomo di Milano, se alla struttura generale della chiesa partecipano attivamente le più abili maestranze locali, per l'impostazione della crociera dell'imponente tamburo con cupola vengono chiamati a dare contributi i più vivaci ingegni del Rinascimento. Ecco allora che sul finire del XV sec., si susseguono nel cantiere le figure del Bramante e di Leonardo, brillanti architetti ducali. Ma la vicenda costruttiva dell'edificio prosegue in un arco di oltre quattro secoli: e anche se risulta ancora incompleta in alcune parti, costituisce un raro esempio di aderenza al progetto originale.",,,,,,,,,,,,,,,Piazza Duomo,,27100,Pavia,PV,,Piazza Duomo 27100 Pavia PV ,,,,,SIRBEC,,,
buildings,Villa Mirabello,,"Villa Mirabello, al centro di un organismo complesso di fabbricati ortogonali attestati sul nucleo principale ad ""U"", è la più antica dimora del Parco di Monza. Essa fu eretta su un preesistente edificio rurale tra il 1666 e il 1675 dal conte Giuseppe Durini, che ne affidò il progetto a Gerolamo Quadrio. La struttura architettonica della nobile dimora fu modificata dal cardinale Angelo Maria Durini, che vi abitò tra il 1776 e il 1788.Nonostante l'incuria patita nel tempo, e i numerosi cambi d'uso attuati con ampie sistemazioni, all'interno è conservato l'allestimento settecentesco, con ambienti di grandissimo pregio, con stucchi e dipinti a trompe-l'oeil e a soggetto mitologico, con volte in muratura e solai lignei cassettonati. Di particolare rilievo sono anche lo scalone a balaustra d'arenaria e gli affreschi di Giovanni Antonio Cucchi.",,,,,,,,,,,,,,,Viale Mirabello,,20900,Monza,MB,,Viale Mirabello 20900 Monza MB ,,,,,SIRBEC,,,
buildings,Palazzo Benzoni,,"Lungo via Civerchi spicca Palazzo Benzoni con il suo magnifico portale affiancato da cariatidi marmoree. Prestigiosa sede della Biblioteca Comunale di Crema, è un rifacimento secentesco di una residenza cinquecentesca dei nobili Benzoni, gli stessi che attuano la trasformazione secentesca del palazzo. Nonostante le pesanti manomissioni subite nel corso dei secoli, l'edificio ha conservato i caratteri originari di una ricca dimora nobiliare. Un elegante portico che affaccia sul giardino interno conduce al monumentale scalone adorno di statue che sale al piano nobile, dove le sale della biblioteca mostrano splendide decorazioni a stucco, fregi ed affreschi secenteschi.",,,,,,,,,,,,,,,"Via Civerchi, 9",,26013,Crema,CR,,"Via Civerchi, 9 26013 Crema CR ",,,,,SIRBEC,,,
buildings,Palazzo Stanga Trecco,,"Palazzo Stanga, dal 1929 sede dell'Istituto Tecnico Agrario Stanga, è un antico palazzo quattrocentesco, ampiamente riformato nel Settecento, che conserva nel fronte interno che si affaccia sulla corte, l'originaria decorazione rinascimentale di carattere bramantesco. E' una composizione decorativa interamente in cotto formata dalla successione di cinque armoniose arcate su colonne tuscaniche e dalla ripetizione di altrettante bifore di gusto tardo gotico nell'ordine superiore inquadrate da paraste trabeate.All'interno, oltre al monumentale scalone neoclassico adorno di statue e sormontato da cupola ellittica, si conservano numerose sale dai soffitti decorati e la Sala di Napoleone, chiamata così perché si ritiene vi abbia dormito l'imperatore in occasione della visita a Cremona, decorata dai maggiori artisti del Settecento.",,,,,,,,,,,,,,,"Via Palestro, 36",,26100,Cremona,CR,,"Via Palestro, 36 26100 Cremona CR ",,,,,SIRBEC,,,
buildings,Castello di Padernello,,"Il castello di Padernello si trova in un contesto paesaggistico incontaminato e può essere definito come una delle più antiche testimonianze dell'area della bassa bresciana.Costruito ad opera dei Martinengo nel 1391, si innalza dal fossato con murature in laterizio, al culmine delle quali sono presenti beccatelli e regolari aperture. Nel Settecento ha subito opere di ristrutturazione grazie al conte Gerolamo Silvio che lo trasforma in un'elegante villa.Nel 1961 è stato abbandonato e nel 2002, dopo numerosi crolli, il comune ed un gruppo di privati lo ha acquistato e dato in gestione alla Fondazione Nymphe.",,,,,,,,,,,,,,,,,,Borgo San Giacomo,BS,,  Borgo San Giacomo BS ,,,,,SIRBEC,,,
church,Chiesa di S. Lorenzo,,"Ai piedi dell'antica rocca fortificata di Chiavenna sorge il complesso sacro di S. Lorenzo, che si apre come uno scrigno quando si varcano i portali ad arco che immettono nell'elegante quadriportico della fine del Seicento. Secoli di storia hanno segnato l'area e gli edifici che la compongono: il battistero con il fonte battesimale del 1156, il campanile, la canonica e soprattutto la basilica di origine romanica, ampliata e abbellita nei secoli successivi, tanto da avere un predominante aspetto barocco.Molte sono le testimonianze di arte e di devozione della collegiata, in particolare sculture e oreficerie dall' XI al XVIII secolo, ora esposte nel Museo del Tesoro annesso alla chiesa.",,,,,,,,,,,,,,,Piazza Don Bormetti,,23022,Chiavenna,SO,,Piazza Don Bormetti 23022 Chiavenna SO ,,,,,SIRBEC,,,
church,Tempio civico dell'Incoronata,,"Edificato nel centro storico della città di Lodi il Tempio Civico della Beata Vergine Incoronata rappresenta il più prestigioso monumento civico ed è considerato una delle più pure e migliori testimonianze della cultura e arte rinascimentale lombarda. La sua edificazione risale al 29 Maggio 1488, quando si diede attuazione al progetto studiato da Giovanni Battagio, al quale successero altre maestranze di rilievo.Il Tempio si sviluppa con una pianta ottagonale a cappelle radiali, all'interno delle quali si conservano numerose opere d'arte delle principali personalità attive nel territorio tra il Quattrocento e l'Ottocento. Al XVI secolo, ad esempio, risalgono le opere di Fulvio e Callisto Piazza, mentre del XIX secolo sono le pitture di Enrico Scuri dedicati ai Trionfi dei santi lodigiani eseguite nell'ampia cupola centrale.",,,,,,,,,,,,,,,"Via Incoronata, 45",,26900,Lodi,LO,,"Via Incoronata, 45 26900 Lodi LO ",,,,,SIRBEC,,,
church,Chiesa di S. Francesco,,"La chiesa di S. Francesco d'Assisi viene costruita tra il 1254 e il 1265. Nella seconda metà del XV secolo vengono ampliati il presbiterio e la sacrestia, inoltre si aggiungono alcune cappelle, abbellite nel corso del XVI e del XVII secolo. Con la soppressione del convento, nel 1797, anche la chiesa perde numerose opere d'arte, pur rimanendo aperta al culto. Il restauro di tutto il complesso inizia nel 1928 con il ritorno dei francescani. Notevole la facciata a capanna, di impostazione romanica, con il grande rosone già di tradizione gotica. Preziosi sono gli affreschi trecenteschi, alcuni di gusto bizantineggiante, altri di ambito giottesco, altri ancora tardogotici. Pregevoli risultano anche le decorazioni delle cappelle e le pale degli altari dipinte da grandi artisti come Romanino, Moretto, Prata da Caravaggio e Cossali.",,,,,,,,,,,,,,,Via S. Francesco,,25100,Brescia,BS,,Via S. Francesco 25100 Brescia BS ,,,,,SIRBEC,,,
church,Chiesa di S. Spirito,,"La grande facciata incompiuta della Chiesa di Santo Spirito si manifesta in modo quasi drammatico sulla piazzetta omonima. Notevole la forza dinamica della scultura di Francesco Somaini costituita dal gruppo bronzeo intitolato La Discesa dello Spirito Santo che, inserendosi nella parte superiore della facciata, sembra scendere coinvolgendo l'apertura circolare soprastante il portale e quindi entrare nell'edificio. Tra le molteplici opere d'arte contenute nei diversi altari si ricordano la Madonna in trono con santi e angeli opera di Lorenzo Lotto del 1521; il polittico raffigurante la Pentecoste di Ambrogio da Fossano detto il Bergognone del 1507; l'opera di Andrea Previtali San Giovanni Battista e Santi realizzata nel 1525.",,,,,,,,,,,,,,,Piazza Santo Spirito,,,Bergamo,BG,,Piazza Santo Spirito  Bergamo BG ,,,,,SIRBEC,,,
buildings,Castello Castiglioni Mantegazza,,"Situato presso la località di Masnago, nel comune di Varese, il Castello Castiglioni Mantegazza costituisce una significativa architettura fortificata il cui primo nucleo risale al XII secolo. Ampliata nel Quattrocento e nel Settecento la struttura architettonica divenne edificio residenziale di alta rappresentanza per la nobiltà lombarda trasformandosi, nel 1981, in Galleria d'Arte Contemporanea del Comune di Varese. Oltre alle opere d'arte musealizzate il castello possiede alcuni cicli ad affresco importantissimi riscoperti nel 1937 da Angelo Mantegazza, allora il proprietario dell'edificio. Risalenti al Quattrocento questi costituiscono una delle principale espressioni della pittura gotica-internazionale profana presenti in Lombardia.",,,,,,,,,,,,,,,via Cola di Rienzo 12,,21100,Varese,VA,,via Cola di Rienzo 12 21100 Varese VA ,,,,,SIRBEC,,,
art,"Museo ""Regina""",,"Il Museo ospita le fantasiose creazioni dell'eclettica scultrice Regina: 48 sculture, tutte esposte, e circa cinquecento tra disegni, tempere e collages dell'eclettica artista permettono di ricostruire quasi per intero il percorso artistico e il metodo di lavoro di questo singolare e significativo personaggio, tra le pochissime figure femminili nel gruppo futurista. Tra le principali opere esposte si segnalano i bronzi e i gessi degli anni Venti, creazioni futuriste in alluminio (Aerosensibilità, L'amante dell'aviatore) degli anni Trenta e quelle relative al Movimento Arte Concreta (MAC) degli anni Cinquanta (Ritratto di Mariuccia Rognoni in marmo). Di indubbia rilevanza anche l'opera grafica, in particolare gli studi della natura e i fiori.",,,,,,,,,,,,,,,"Castello Sangiuliani, Piazza Repubblica, 39",,27035,Mede,PV,,"Castello Sangiuliani, Piazza Repubblica, 39 27035 Mede PV ",,,,,SIRBEC,,,
art,Civica Raccolta delle Stampe Achille Bertarelli,,"Il Civico Gabinetto delle Stampe, intitolato ad Achille Bertarelli, è stato inaugurato nel 1927, concepito per illustrare, con l'ausilio delle stampe, tutte le manifestazioni della vita umana. l'Istituto nel tempo si è arricchito, attraverso donazioni e acquisti, di una eccezionale quantità e varietà di tipologie di stampati e materiali grafici, prodotti dal XV secolo ad oggi, dalla stampa popolare a quella documentaria, alla grafica d'arte e al graphic design, Bertarelli ne aveva promosso la fondazione presso l'amministrazione comunale, non solo per accogliere e valorizzare degnamente la propria raccolta iconografica, donata alla municipalità nel 1925 e ricca di oltre trecentomila opere, ma anche per costituire una nuova struttura, specializzata e dotata di metodologie appropriate per lo studio e la conservazione delle stampe, che ancora mancava nella pur ampia compagine degli enti culturali della città. Infatti, il patrimonio di incisioni già di proprietà del Comune, fino ad allora, era un insieme scarsamente fruibile perchè disperso in varie sedi. Successivamente alla costituzione del Gabinetto delle Stampe le diverse istituzioni civiche, quali ad esempio il Museo del Risorgimento, il Museo Navale, la Galleria d'Arte Moderna e l'Archivio Storico Civico, vi hanno fatto confluire i propri fondi grafici.",,,,,,,,,,,,,,,Piazza Castello,,20121,Milano,MI,,Piazza Castello 20121 Milano MI ,,,,,SIRBEC,,,
art,Museo del Risorgimento,,"Nato nel 1885 per volontà della Municipalità, grazie al concorso dei cittadini che donano cimeli, documenti, libri, fotografie e oggetti eterogenei, il Museo nel tempo si è arricchito di ulteriori importanti lasciti. L'esposizione si snoda in tre sale secondo un ordine cronologico con al suo interno approfondimenti tematici; l'ambito è prevalentemente dedicato alla storia locale, analizzata in stretto rapporto con le vicende storiche nazionali. Dopo un accenno alla dominazione asburgica, la prima sala rimanda agli anni francesi e al Regno Lombardo Veneto. La seconda è dedicata alla famiglia pavese Cairoli. Nella terza uniformi, armi, equipaggiamenti dei vari eserciti e il mito di Garibaldi. Una menzione particolare spetta al fondo fotografico con 1200 esemplari originali.",,,,,,,,,,,,,,,"Castello Visconteo, Viale XI Febbraio, 35",,27100,Pavia,PV,,"Castello Visconteo, Viale XI Febbraio, 35 27100 Pavia PV ",,,,,SIRBEC,,,
church,Basilica di S. Eustorgio,,"La Basilica di Sant'Eustorgio è una delle chiese più antiche di Milano: fu fondata nel IV secolo e ricostruita nel XIX secolo. Originariamente Sant'Eustorgio conteneva le reliquie dei Re Magi che furono trafugate e portate a Colonia da Federico Barbarossa. Dal XIII secolo, però, la chiesa assunse un ruolo importante: dal 1227 divenne la principale sede dell'Ordine Domenicano a Milano.Il complesso architettonico della Basilica è particolarmente articolato, perché nei secoli successivi alla fondazione furono aggiunte all'impianto romanico numerose cappelle, principalmente, sul solo lato destro. Due sono le più conosciute: la Cappella Brivio, del 1484, che contiene un sepolcro rinascimentale e un trittico di Bergognone; la Cappella Portinari, costruita a partire dal 1462 e voluta da Pigello Portinari, testimonia la presenza dell'arte fiorentina a Milano. Al suo interno, le parti superiori delle pareti sono state affrescate dall'artista Vincenzo Foppa tra il 1466 e il 1468 e nel 1871 sono riapparsi gli affreschi, poi restaurati nel 1915.Dal 2011 la facciata e l'esterno delle cappelle gentilizie sono ravvivate dall'illuminazione permanente notturna, morbida e calda, che ne valorizza la bellezza dell'architettura e il nitore della decorazione in cotto, a pochi anni dagli interventi di restauro conservativo iniziati nel 1989. A coronamento dell'installazione, la stella di luce del campanile, in ricordo dell'astro che guidò i Re Magi.",,,,,,,,,,,,,,,Piazza S. Eustorgio,,20123,Milano,MI,,Piazza S. Eustorgio 20123 Milano MI ,,,,,SIRBEC,,,
art,Museo Civico della Calzatura Pietro Bertolini,,"Il percorso prende avvio dalla Stanza della Duchessa con la pianella di Beatrice d'Este del 1490 circa e con una postazione multimediale, prosegue con le sezioni Storica, Etnica e la Wunderkammer che espone estrosi modelli creati non per essere indossati ma come divertissement, quindi 'Stile e design' testimoniata da 'creature' di famosi stilisti (Dior, Blahnik, Gucci, Chanel, Caovilla), quindi 'il Tacco a spillo' inventato a Vigevano nel 1953. L'ultimo corridoio, chiamato 'La Galleria', è sede di mostre temporanee. A corredo della collezione permanente di calzature, periodicamente vengono mostrate a rotazione altre tipologie di scarpe scelte tra le 3000 conservate.",,,,,,,,,,,,,,,"Castello Visconteo Sforzesco, Piazza Ducale, 20/ Palazzo Merula, Via Merula, 40",,27029,Vigevano,PV,,"Castello Visconteo Sforzesco, Piazza Ducale, 20/ Palazzo Merula, Via Merula, 40 27029 Vigevano PV ",,,,,SIRBEC,,,
church,Chiesa di S. Benedetto,,"Collocato sulla riva occidentale del lago di Como, sul fianco delle boscosa altura nei pressi del Comune di Ossuccio, l'antico monastero di San Benedetto sorge isolato e si offre al visitatore come uno splendido esempio di architettura romanica lombarda. Le origini dell'edificio monastico risalgono al secolo XI, come attesta documento datato 1083 che ne conferma l'esistenza. Il piccolo monastero gestì l'economia del territorio circostante per alcuni secoli, sino a quando il predominio monastico-religioso del circondario passò nelle mani dell'Abbazia dell'Acquafredda di Lenno, decretando l'insorgere di un lungo e inesorabile periodo di declino economico.Il grande isolamento del complesso monastico mise al riparo la struttura originaria da manomissioni e funeste trasformazioni, consentendo che giungesse sostanzialmente inalterata sino ai giorni nostri.",,,,,,,,,,,,,,,Strada per San Benedetto,,22010,Ossuccio,CO,,Strada per San Benedetto 22010 Ossuccio CO ,,,,,SIRBEC,,,
history,Piazza dell'Ospedale,,"Collocata all'estremità nord-orientale dell'antica città murata, piazza dell'Ospedale ha più volte cambiato nome nella storia. Anticamente era denominata piazza dei Sacchi, dal nome di una nobile casata lodigiana, per poi venire indicata, in base al periodo storico, anche come piazza del Mercato o di San Francesco. In questa area prospiciente l'Ospedale Maggiore e l'antico convento di San Francesco fin dalla tarda epoca si svolgevano i commerci anche in funzione della sua vicinanza con il porto sull'Adda. Con l'ampliamento del nosocomio e l'edificazione della nuova facciata piermariniana nella seconda metà del Settecento, la pizza fu notevolmente ridimensionata, comportando non pochi problemi agli scambi commerciali e mercantili della città che, tuttavia, erano già stati da tempo spostati in altri luoghi della città. Questo intervento si sommava, infatti, all'ampliamento della proprietà della famiglia Zumalla, che nel 1774 si era annessa una porzione della piazza, così come attestano alcuni documenti e due disegni anonimi conservati presso l'Archivio Storico Municipale. Alla fine del secolo successivo la piazza fu invece ampliata proprio a discapito dei fabbricati di proprietà della medesima famiglia recuperando parte della superficie perduta. Pochi anni dopo la città di Lodi decise di affidare allo scultore Primo Giudici l'incarico di realizzare il monumento dedicato a Paolo Gorini, eminente medico e scienziato di rinomata fama. Il monumento fu inaugurato il 30 aprile del 1899 dopo numerose traversie e polemiche.Questa fu l'ultima grande trasformazione della piazza sebbene ulteriori variazioni avvennero a seguito del cambio di destinazione d'uso di alcuni edifici che su di essa affacciano, alla modifica della viabilità, alla sua trasformazione o eliminazione dei parcheggi e all'ampliamento del piccolo spazio alberato che caratterizza l'angolo settentrionale.",,,,,,,,,,,,,,,,,26900,Lodi,LO,, 26900 Lodi LO ,,,,,SIRBEC,,,
art,Raccolta di tessili,,"La raccolta di antichi tessili conservata nel Museo della Basilica di Gandino è una delle più importanti d'Italia per il pregio e la vasta gamma di manifatture rappresentate. Questa straordinaria ricchezza deriva dai fiorenti scambi commerciali che tra Quatto e Settecento i mercanti gandinesi intrattennero nelle principali fiere d'Oltralpe. I favolosi guadagni incentivarono l'acquisizione di manufatti artistici di eccezionale livello, tra cui in particolare tessuti, a cui si aggiunsero anche merletti e ricami, per i quali i gandinesi avevano una particolare sensibilità. I tessuti esposti ripercorrono le principali tipologie dal XV al XVIII secolo, dai preziosissimi velluti operati prodotti tra Quattro e Cinquecento ai ricami e merletti di epoca barocca, veri e propri capolavori.",,,,,,,,,,,,,,,Piazza Emancipazione,,24024,Gandino,BG,,Piazza Emancipazione 24024 Gandino BG ,,,,,SIRBEC,,,
church,Chiesa di S. Alessandro in colonna,,"La Chiesa di Sant'Alessandro in Colonna si innalza nel Borgo di Sant'Alessandro con l'austera facciata neoclassica e l'alta colonna, che si innalza di fronte ad essa, in ricordo del martirio del santo patrono della città. Dovrebbe essere sorta nel VI secolo sopra le rovine di un tempio pagano. Secondo la tradizione in questo luogo venne decapitato il centurione romano Alessandro, che diventerà patrono della città. La consacrazione del 1474 ricorda la ricostruzione della chiesa, nel 1627 è documentata una seconda consacrazione, anche se per il suo completamento bisogna attendere il 1780 quando venne realizzata la cupola e la facciata principale. Il campanile è ottocentesco. All'interno opere di Enea Salmeggia, Gian Paolo Cavagna, Alessandro Balestra, Leandro e Giambattista Bassano, Girolamo Romanino, Moretto e Lorenzo Lotto.",,,,,,,,,,,,,,,Via Sant'Alessandro,,24100,Bergamo,BG,,Via Sant'Alessandro 24100 Bergamo BG ,,,,,SIRBEC,,,
